customer_id,order_date,product_id,unit_price,quantity,total_discount
C1018,2022-01-03,P2006,3318.76,3,105.13
C1315,2023-01-06,P2041,1732.07,4,198.68
C1450,2022-09-20,P2030,4828.98,2,208.97
C1928,2023-08-13,P2003,2680.67,3,66.74
C1402,2023-04-18,P2010,802.66,3,213.59
C1119,2023-11-11,P2027,506.83,2,38.33
C1280,2023-06-20,P2013,4417.98,3,123.99
C1737,2022-08-26,P2029,1241.0,4,123.94
C1251,2023-07-17,P2014,1047.17,3,89.6
C1018,2022-04-19,P2017,1456.57,1,269.27
C1650,2023-03-14,P2039,423.77,4,108.59
C1923,2023-12-24,P2014,1047.17,4,294.97
C1773,2022-07-21,P2000,1273.21,3,111.1
C1885,2022-08-04,P2033,2891.83,1,202.93
C1644,2023-11-12,P2005,4383.8,4,12.12
C1383,2023-04-20,P2002,4796.38,4,15.02
C1777,2022-08-03,P2033,2891.83,1,268.22
C1997,2022-07-08,P2019,4954.71,1,192.86
C1960,2023-07-21,P2047,2782.26,1,84.27
C1407,2023-06-22,P2011,2563.14,2,234.9
C1040,2023-06-29,P2007,197.12,3,192.82
C1617,2022-05-10,P2025,1418.3,3,293.39
C1655,2023-03-01,P2023,2810.79,3,44.07
C1486,2023-07-30,P2010,802.66,1,112.24
C1451,2022-05-20,P2023,2810.79,3,251.26
C1741,2023-02-25,P2029,1241.0,4,84.63
C1541,2022-04-04,P2025,1418.3,3,41.74
C1473,2023-08-25,P2044,3523.22,4,185.31
C1869,2023-12-04,P2004,4751.21,1,189.15
C1256,2023-03-01,P2044,3523.22,1,30.08
C1199,2022-12-22,P2012,4293.9,3,18.58
C1164,2022-01-23,P2042,4569.64,4,14.83
C1914,2023-11-15,P2042,4569.64,2,55.45
C1094,2023-11-08,P2041,1732.07,2,51.99
C1465,2023-03-18,P2006,3318.76,2,11.6
C1925,2023-04-11,P2033,2891.83,3,177.94
C1261,2022-09-18,P2019,4954.71,2,175.18
C1566,2023-11-15,P2017,1456.57,2,278.16
C1190,2023-02-23,P2002,4796.38,3,170.45
C1059,2022-05-12,P2044,3523.22,3,39.07
C1988,2023-03-05,P2040,2929.17,3,6.66
C1666,2023-06-02,P2024,4532.99,4,85.61
C1176,2023-08-13,P2048,4677.94,1,189.2
C1525,2022-06-03,P2009,4904.6,2,73.2
C1813,2022-12-12,P2021,4502.82,3,23.73
C1520,2022-04-15,P2040,2929.17,4,296.03
C1914,2023-06-08,P2029,1241.0,3,34.72
C1078,2023-08-25,P2030,4828.98,3,195.05
C1025,2023-11-29,P2035,3437.92,1,100.16
C1516,2023-06-04,P2012,4293.9,1,87.9
C1333,2022-12-12,P2037,281.16,4,7.1
C1108,2022-04-05,P2003,2680.67,2,176.15
C1602,2022-07-01,P2049,798.47,2,44.0
C1116,2023-12-25,P2017,1456.57,4,9.54
C1837,2022-03-05,P2017,1456.57,3,56.98
C1557,2022-03-25,P2042,4569.64,2,140.67
C1943,2023-11-29,P2023,2810.79,3,53.78
C1324,2022-11-26,P2041,1732.07,4,150.67
C1651,2022-10-21,P2046,4644.31,3,244.16
C1034,2022-03-27,P2001,4933.21,3,73.53
C1239,2022-07-12,P2022,419.05,1,4.47
C1974,2023-10-23,P2016,4693.47,4,128.75
C1752,2023-03-14,P2004,4751.21,3,71.66
C1466,2023-08-14,P2017,1456.57,4,293.06
C1672,2022-03-09,P2049,798.47,2,86.0
C1246,2022-09-28,P2030,4828.98,1,181.25
C1815,2022-07-14,P2027,506.83,1,296.37
C1607,2023-12-19,P2049,798.47,2,84.85
C1666,2022-06-07,P2041,1732.07,3,149.05
C1009,2022-05-10,P2003,2680.67,2,0.62
C1466,2023-09-07,P2028,3296.75,4,49.26
C1076,2023-12-22,P2042,4569.64,1,87.61
C1334,2023-03-22,P2042,4569.64,2,183.02
C1303,2023-04-04,P2016,4693.47,2,280.2
C1119,2023-12-20,P2023,2810.79,3,186.59
C1870,2022-06-05,P2045,3318.94,3,77.42
C1631,2023-02-24,P2008,2753.53,2,263.03
C1133,2023-05-21,P2025,1418.3,2,206.08
C1111,2023-07-21,P2039,423.77,1,213.2
C1865,2022-03-29,P2001,4933.21,3,205.69
C1759,2023-12-29,P2042,4569.64,4,107.05
C1245,2022-06-01,P2005,4383.8,3,229.57
C1259,2022-08-01,P2003,2680.67,3,240.94
C1772,2022-07-22,P2013,4417.98,4,217.36
C1231,2022-05-30,P2032,2396.43,4,103.59
C1956,2023-12-20,P2023,2810.79,2,57.35
C1817,2022-04-22,P2016,4693.47,4,275.44
C1936,2022-08-23,P2005,4383.8,4,137.56
C1232,2022-01-19,P2033,2891.83,2,228.92
C1500,2022-06-12,P2015,3403.38,1,280.67
C1915,2022-06-28,P2007,197.12,3,29.03
C1829,2023-01-11,P2030,4828.98,2,276.65
C1026,2022-05-06,P2033,2891.83,2,49.12
C1382,2023-01-07,P2030,4828.98,2,206.05
C1641,2022-05-10,P2024,4532.99,4,116.2
C1186,2023-10-21,P2009,4904.6,3,56.77
C1113,2022-09-14,P2011,2563.14,3,90.0
C1617,2022-02-24,P2005,4383.8,4,298.86
C1088,2023-06-26,P2018,470.33,2,43.36
C1455,2023-06-02,P2039,423.77,4,194.65
C1967,2022-06-09,P2031,2861.23,2,28.63
C1660,2022-10-29,P2004,4751.21,1,246.2
C1466,2023-10-20,P2037,281.16,2,263.8
C1915,2022-03-16,P2025,1418.3,2,170.86
C1481,2022-02-21,P2033,2891.83,4,291.8
C1517,2023-07-12,P2016,4693.47,3,256.64
C1465,2023-11-04,P2014,1047.17,2,141.61
C1222,2023-07-16,P2036,3463.5,4,279.77
C1209,2023-01-06,P2003,2680.67,1,166.87
C1020,2022-07-20,P2038,2538.6,2,59.57
C1948,2022-07-08,P2008,2753.53,1,235.93
C1810,2023-04-30,P2025,1418.3,1,112.87
C1407,2023-03-31,P2000,1273.21,3,189.23
C1425,2022-11-13,P2009,4904.6,3,45.96
C1049,2023-09-15,P2026,3229.93,1,234.34
C1137,2023-04-22,P2031,2861.23,4,124.9
C1647,2023-04-25,P2003,2680.67,2,16.88
C1465,2023-12-24,P2000,1273.21,3,183.66
C1579,2022-06-16,P2029,1241.0,1,123.51
C1675,2022-04-05,P2040,2929.17,1,53.52
C1288,2022-04-05,P2008,2753.53,1,36.58
C1131,2023-09-22,P2035,3437.92,3,85.78
C1730,2023-09-25,P2049,798.47,4,124.41
C1156,2022-12-02,P2016,4693.47,4,111.01
C1203,2022-06-05,P2001,4933.21,2,186.71
C1545,2023-03-05,P2022,419.05,3,253.66
C1172,2022-12-19,P2037,281.16,3,236.3
C1903,2022-01-28,P2036,3463.5,4,223.03
C1271,2023-01-11,P2011,2563.14,1,214.43
C1566,2023-04-07,P2006,3318.76,1,280.91
C1794,2022-07-09,P2036,3463.5,2,265.77
C1369,2023-07-10,P2035,3437.92,3,120.84
C1192,2023-01-26,P2047,2782.26,1,297.33
C1460,2022-10-15,P2004,4751.21,4,277.34
C1467,2022-10-23,P2005,4383.8,2,252.54
C1824,2022-05-03,P2021,4502.82,3,129.27
C1986,2022-03-04,P2046,4644.31,2,238.48
C1369,2022-05-28,P2006,3318.76,4,219.79
C1863,2023-02-12,P2027,506.83,1,251.97
C1445,2023-06-11,P2007,197.12,2,290.68
C1444,2022-01-05,P2006,3318.76,2,251.56
C1121,2023-05-10,P2040,2929.17,1,136.89
C1524,2023-04-21,P2029,1241.0,2,83.08
C1808,2022-04-24,P2016,4693.47,3,295.64
C1830,2022-01-30,P2046,4644.31,1,84.36
C1647,2023-06-18,P2044,3523.22,2,119.17
C1320,2023-05-01,P2003,2680.67,3,171.28
C1352,2023-12-06,P2022,419.05,3,149.34
C1045,2023-07-23,P2011,2563.14,1,156.46
C1547,2022-06-03,P2008,2753.53,3,81.8
C1764,2022-09-14,P2026,3229.93,1,99.1
C1557,2023-06-27,P2002,4796.38,4,123.76
C1567,2023-05-23,P2039,423.77,1,143.62
C1857,2023-02-20,P2039,423.77,4,265.34
C1562,2023-01-01,P2009,4904.6,2,42.57
C1826,2022-10-01,P2000,1273.21,4,182.63
C1490,2023-04-06,P2013,4417.98,3,218.58
C1580,2022-09-25,P2017,1456.57,4,138.49
C1423,2023-11-20,P2017,1456.57,4,77.82
C1609,2022-11-22,P2034,3183.86,3,41.44
C1623,2023-12-24,P2000,1273.21,2,41.23
C1809,2023-07-29,P2015,3403.38,3,80.99
C1717,2022-02-10,P2026,3229.93,1,290.35
C1499,2022-07-05,P2033,2891.83,1,180.92
C1034,2023-02-16,P2021,4502.82,1,33.96
C1797,2022-10-01,P2035,3437.92,1,200.12
C1370,2023-07-25,P2032,2396.43,1,294.24
C1066,2023-04-11,P2038,2538.6,2,110.09
C1582,2023-10-15,P2034,3183.86,4,217.44
C1400,2023-07-24,P2037,281.16,2,40.74
C1780,2022-01-15,P2044,3523.22,4,243.5
C1691,2022-03-06,P2001,4933.21,3,96.58
C1843,2023-06-13,P2041,1732.07,2,286.09
C1613,2022-09-25,P2046,4644.31,3,166.98
C1270,2023-03-16,P2049,798.47,2,116.37
C1404,2023-08-09,P2041,1732.07,3,24.91
C1937,2022-10-14,P2028,3296.75,2,106.13
C1839,2022-03-28,P2034,3183.86,2,90.76
C1287,2023-02-18,P2044,3523.22,1,114.05
C1439,2022-07-05,P2038,2538.6,3,22.84
C1759,2022-11-09,P2047,2782.26,1,264.64
C1089,2023-02-08,P2013,4417.98,2,207.08
C1342,2022-04-29,P2012,4293.9,4,266.43
C1965,2022-10-13,P2004,4751.21,3,70.92
C1277,2022-08-23,P2046,4644.31,4,208.65
C1351,2023-03-25,P2023,2810.79,3,206.49
C1102,2022-10-26,P2044,3523.22,3,96.98
C1446,2022-01-21,P2046,4644.31,2,143.01
C1616,2023-06-18,P2047,2782.26,1,83.98
C1757,2023-09-08,P2011,2563.14,4,105.67
C1177,2022-03-22,P2034,3183.86,3,119.64
C1178,2023-04-01,P2048,4677.94,1,265.67
C1268,2022-07-21,P2041,1732.07,1,88.46
C1835,2022-08-11,P2032,2396.43,4,22.77
C1978,2022-07-04,P2018,470.33,4,24.86
C1182,2023-01-09,P2043,691.38,3,206.69
C1705,2022-05-11,P2008,2753.53,3,151.56
C1599,2022-08-25,P2012,4293.9,1,32.86
C1162,2023-06-12,P2046,4644.31,4,193.1
C1669,2022-08-23,P2000,1273.21,2,124.08
C1913,2022-08-21,P2040,2929.17,2,77.81
C1634,2022-03-13,P2027,506.83,1,143.68
C1665,2023-08-08,P2001,4933.21,3,88.63
C1434,2023-03-03,P2034,3183.86,3,145.97
C1772,2022-10-08,P2038,2538.6,2,246.38
C1327,2023-10-02,P2019,4954.71,4,87.28
C1177,2022-06-21,P2006,3318.76,3,248.38
C1282,2023-10-29,P2011,2563.14,2,282.01
C1530,2023-08-01,P2036,3463.5,3,125.42
C1782,2022-10-11,P2041,1732.07,1,127.32
C1064,2022-11-28,P2043,691.38,3,54.39
C1520,2023-10-27,P2030,4828.98,1,151.91
C1485,2022-03-08,P2027,506.83,2,236.75
C1378,2022-04-10,P2045,3318.94,3,48.51
C1921,2022-07-08,P2030,4828.98,4,17.83
C1303,2022-08-05,P2029,1241.0,3,203.16
C1411,2023-04-27,P2017,1456.57,2,150.07
C1543,2023-03-24,P2039,423.77,1,12.02
C1825,2022-10-28,P2037,281.16,4,230.24
C1864,2022-01-03,P2014,1047.17,3,130.32
C1336,2023-03-24,P2024,4532.99,4,112.55
C1977,2022-10-05,P2000,1273.21,1,17.68
C1807,2022-02-01,P2023,2810.79,4,98.86
C1971,2022-08-31,P2032,2396.43,4,182.19
C1391,2023-02-19,P2019,4954.71,4,14.52
C1585,2022-07-08,P2001,4933.21,3,296.05
C1037,2022-08-05,P2006,3318.76,3,75.11
C1088,2022-08-26,P2047,2782.26,4,100.35
C1385,2023-05-16,P2044,3523.22,1,182.19
C1359,2023-03-22,P2048,4677.94,4,193.57
C1193,2022-10-19,P2041,1732.07,1,133.13
C1773,2023-05-10,P2016,4693.47,1,13.0
C1278,2022-10-13,P2038,2538.6,3,58.5
C1890,2023-11-25,P2015,3403.38,4,6.9
C1853,2022-06-15,P2025,1418.3,4,205.57
C1188,2022-05-20,P2039,423.77,4,114.23
C1535,2022-05-22,P2034,3183.86,4,243.42
C1185,2023-10-21,P2045,3318.94,2,272.11
C1551,2022-04-06,P2002,4796.38,3,102.48
C1223,2023-05-18,P2010,802.66,1,234.55
C1822,2023-05-23,P2002,4796.38,3,82.4
C1215,2022-04-19,P2021,4502.82,1,78.33
C1387,2023-02-04,P2012,4293.9,3,39.14
C1308,2023-01-22,P2041,1732.07,4,177.09
C1388,2023-09-25,P2001,4933.21,3,239.35
C1131,2023-10-15,P2027,506.83,1,5.21
C1449,2022-07-24,P2022,419.05,2,156.53
C1835,2023-05-06,P2007,197.12,4,193.6
C1011,2022-12-30,P2019,4954.71,4,31.41
C1108,2023-08-01,P2026,3229.93,1,183.61
C1397,2022-06-09,P2027,506.83,4,53.08
C1836,2023-07-17,P2047,2782.26,1,92.63
C1327,2022-10-03,P2049,798.47,3,122.26
C1822,2022-09-04,P2043,691.38,1,256.1
C1654,2022-11-18,P2002,4796.38,2,65.73
C1169,2022-10-05,P2046,4644.31,4,238.75
C1020,2023-03-24,P2007,197.12,2,262.84
C1834,2022-02-06,P2009,4904.6,2,12.55
C1976,2022-09-22,P2003,2680.67,3,266.84
C1183,2022-02-02,P2004,4751.21,4,272.9
C1888,2023-04-10,P2016,4693.47,3,244.28
C1262,2022-06-28,P2007,197.12,4,40.83
C1974,2022-05-14,P2038,2538.6,2,60.66
C1813,2023-10-14,P2035,3437.92,3,202.69
C1114,2022-10-24,P2011,2563.14,3,114.44
C1180,2023-06-09,P2007,197.12,2,183.41
C1837,2023-06-06,P2048,4677.94,2,73.28
C1225,2022-06-01,P2049,798.47,1,275.37
C1730,2023-08-04,P2032,2396.43,3,123.04
C1056,2022-09-19,P2020,622.64,3,183.33
C1245,2023-05-02,P2015,3403.38,3,210.99
C1097,2023-07-11,P2007,197.12,3,80.47
C1669,2023-01-27,P2020,622.64,1,96.17
C1226,2023-11-28,P2034,3183.86,4,127.97
C1725,2023-06-14,P2010,802.66,1,13.44
C1768,2022-03-27,P2019,4954.71,2,124.38
C1686,2022-04-09,P2001,4933.21,3,258.35
C1743,2023-03-20,P2039,423.77,1,35.88
C1685,2023-01-04,P2030,4828.98,4,52.99
C1900,2022-11-17,P2025,1418.3,4,51.89
C1251,2023-05-17,P2011,2563.14,3,19.93
C1724,2023-10-12,P2042,4569.64,2,210.94
C1789,2022-01-05,P2028,3296.75,3,216.6
C1043,2023-08-29,P2009,4904.6,4,124.1
C1361,2023-07-24,P2026,3229.93,2,44.88
C1251,2022-06-29,P2043,691.38,1,77.04
C1702,2023-06-13,P2017,1456.57,3,133.38
C1526,2022-11-22,P2012,4293.9,4,296.48
C1327,2023-11-02,P2034,3183.86,2,163.15
C1191,2023-06-03,P2015,3403.38,2,32.93
C1890,2022-06-04,P2029,1241.0,1,163.09
C1201,2023-02-03,P2027,506.83,2,96.51
C1091,2023-09-23,P2047,2782.26,3,133.21
C1107,2023-10-15,P2013,4417.98,1,33.19
C1820,2023-01-24,P2030,4828.98,2,58.39
C1766,2023-07-23,P2005,4383.8,2,188.08
C1237,2023-04-10,P2024,4532.99,1,67.12
C1087,2022-08-17,P2037,281.16,3,22.63
C1116,2023-05-05,P2038,2538.6,3,99.94
C1776,2022-07-20,P2025,1418.3,2,96.88
C1040,2022-02-03,P2033,2891.83,2,299.15
C1702,2022-10-13,P2012,4293.9,4,248.71
C1766,2022-06-30,P2010,802.66,1,248.36
C1021,2022-04-02,P2042,4569.64,4,139.05
C1931,2022-11-30,P2010,802.66,4,27.44
C1342,2023-02-12,P2006,3318.76,2,123.87
C1688,2022-10-24,P2026,3229.93,3,142.61
C1814,2022-01-17,P2015,3403.38,1,101.02
C1262,2023-08-13,P2027,506.83,2,288.6
C1847,2022-03-27,P2043,691.38,3,95.44
C1605,2022-06-12,P2049,798.47,1,238.26
C1649,2022-09-12,P2042,4569.64,4,186.41
C1981,2022-03-21,P2041,1732.07,3,35.68
C1879,2023-08-16,P2044,3523.22,1,231.15
C1651,2022-09-07,P2030,4828.98,4,120.84
C1023,2023-05-23,P2000,1273.21,3,141.42
C1373,2023-02-02,P2043,691.38,3,238.04
C1793,2023-08-28,P2041,1732.07,3,99.19
C1585,2022-10-14,P2002,4796.38,2,125.61
C1810,2023-10-25,P2014,1047.17,3,181.28
C1293,2022-03-26,P2042,4569.64,1,36.59
C1777,2022-01-18,P2009,4904.6,2,90.46
C1786,2022-08-30,P2017,1456.57,3,117.32
C1547,2022-06-15,P2020,622.64,3,59.15
C1315,2023-02-17,P2004,4751.21,4,248.72
C1181,2022-06-08,P2021,4502.82,2,296.3
C1447,2023-06-12,P2021,4502.82,2,165.89
C1539,2023-12-26,P2027,506.83,2,51.59
C1162,2023-10-17,P2002,4796.38,1,105.67
C1088,2022-01-22,P2043,691.38,4,26.5
C1370,2023-01-29,P2038,2538.6,4,13.38
C1008,2022-08-22,P2033,2891.83,1,37.45
C1171,2022-07-22,P2016,4693.47,2,245.34
C1012,2023-08-24,P2011,2563.14,2,38.62
C1712,2022-12-01,P2047,2782.26,2,115.46
C1792,2022-12-13,P2038,2538.6,1,180.94
C1039,2023-12-30,P2048,4677.94,1,93.47
C1943,2023-12-07,P2001,4933.21,4,169.47
C1765,2022-09-25,P2024,4532.99,1,154.52
C1902,2022-07-06,P2022,419.05,2,57.17
C1598,2023-04-14,P2049,798.47,4,231.58
C1716,2022-08-02,P2011,2563.14,2,263.59
C1744,2022-02-11,P2040,2929.17,2,174.47
C1994,2022-06-12,P2012,4293.9,2,61.87
C1736,2023-03-19,P2028,3296.75,3,241.47
C1918,2022-07-31,P2018,470.33,1,202.92
C1670,2023-07-06,P2003,2680.67,4,207.5
C1421,2023-02-19,P2046,4644.31,2,74.32
C1608,2022-10-03,P2042,4569.64,3,255.78
C1620,2023-04-15,P2004,4751.21,1,242.63
C1745,2023-02-08,P2029,1241.0,2,276.96
C1351,2023-08-21,P2026,3229.93,3,254.95
C1393,2022-11-03,P2034,3183.86,1,277.37
C1966,2022-03-14,P2049,798.47,2,195.0
C1542,2023-05-20,P2044,3523.22,4,228.07
C1400,2022-05-04,P2028,3296.75,2,157.74
C1852,2022-01-18,P2035,3437.92,3,77.66
C1337,2022-01-24,P2033,2891.83,2,34.04
C1012,2022-04-23,P2042,4569.64,3,135.71
C1720,2022-10-05,P2020,622.64,2,51.94
C1386,2023-02-21,P2034,3183.86,4,70.67
C1235,2022-09-09,P2040,2929.17,3,157.13
C1258,2023-10-19,P2022,419.05,1,37.52
C1979,2022-12-13,P2001,4933.21,2,191.99
C1410,2022-12-30,P2038,2538.6,1,210.26
C1099,2022-12-21,P2024,4532.99,1,118.77
C1696,2022-11-25,P2027,506.83,4,144.52
C1678,2023-04-12,P2029,1241.0,4,251.82
C1240,2022-04-29,P2006,3318.76,2,96.89
C1011,2022-05-30,P2047,2782.26,1,299.27
C1268,2022-03-02,P2007,197.12,3,20.86
C1016,2023-10-26,P2015,3403.38,4,220.74
C1508,2022-11-26,P2017,1456.57,3,236.88
C1830,2022-12-27,P2036,3463.5,3,243.91
C1827,2022-02-26,P2039,423.77,2,14.09
C1636,2023-01-11,P2005,4383.8,3,134.73
C1858,2023-02-28,P2003,2680.67,1,204.76
C1100,2022-09-25,P2039,423.77,3,283.64
C1267,2022-11-09,P2034,3183.86,3,112.67
C1132,2022-01-02,P2000,1273.21,1,164.58
C1954,2022-01-20,P2004,4751.21,2,59.71
C1379,2022-11-07,P2021,4502.82,2,184.08
C1139,2022-08-17,P2040,2929.17,3,257.41
C1876,2023-05-17,P2027,506.83,1,121.67
C1445,2023-06-18,P2016,4693.47,3,102.33
C1456,2022-03-15,P2009,4904.6,1,256.73
C1553,2022-10-17,P2031,2861.23,1,48.57
C1138,2023-08-01,P2048,4677.94,1,66.33
C1656,2022-10-11,P2000,1273.21,2,244.75
C1153,2023-01-21,P2013,4417.98,1,251.04
C1316,2022-05-13,P2003,2680.67,3,76.06
C1737,2022-03-18,P2039,423.77,2,253.67
C1160,2022-09-21,P2015,3403.38,1,79.25
C1491,2022-11-15,P2010,802.66,1,278.94
C1183,2023-01-26,P2010,802.66,4,265.13
C1237,2022-01-22,P2018,470.33,3,126.23
C1162,2022-06-06,P2020,622.64,3,33.93
C1730,2022-03-03,P2005,4383.8,3,205.11
C1911,2023-08-22,P2016,4693.47,3,202.85
C1475,2023-02-28,P2025,1418.3,4,172.21
C1302,2022-10-05,P2037,281.16,3,231.39
C1114,2023-09-14,P2018,470.33,2,47.45
C1869,2022-04-21,P2012,4293.9,3,92.82
C1045,2023-12-21,P2040,2929.17,2,75.86
C1332,2023-03-28,P2006,3318.76,2,36.01
C1182,2023-12-30,P2040,2929.17,1,116.4
C1539,2023-12-13,P2022,419.05,2,63.11
C1739,2022-08-23,P2007,197.12,1,43.53
C1109,2022-02-04,P2033,2891.83,3,276.65
C1973,2022-12-21,P2012,4293.9,4,0.04
C1392,2022-11-06,P2022,419.05,3,101.88
C1927,2023-02-08,P2002,4796.38,3,48.92
C1138,2023-10-08,P2032,2396.43,1,295.89
C1234,2022-05-07,P2036,3463.5,3,297.6
C1578,2022-09-28,P2003,2680.67,1,128.13
C1915,2022-06-30,P2015,3403.38,3,198.53
C1986,2023-04-04,P2011,2563.14,2,299.79
C1103,2023-04-11,P2010,802.66,2,210.82
C1647,2022-03-21,P2024,4532.99,4,277.29
C1749,2022-01-26,P2041,1732.07,2,205.35
C1448,2023-08-04,P2049,798.47,2,257.73
C1663,2022-01-16,P2049,798.47,4,196.25
C1259,2023-05-22,P2030,4828.98,2,191.08
C1521,2022-01-03,P2022,419.05,4,142.23
C1506,2023-03-18,P2046,4644.31,4,205.84
C1023,2023-10-31,P2026,3229.93,1,217.33
C1581,2023-02-28,P2025,1418.3,3,49.52
C1282,2022-08-27,P2045,3318.94,2,190.6
C1902,2023-07-13,P2026,3229.93,2,72.76
C1735,2023-05-19,P2040,2929.17,3,58.19
C1285,2023-08-26,P2032,2396.43,1,50.86
C1288,2022-04-11,P2018,470.33,2,80.98
C1715,2023-09-16,P2035,3437.92,3,105.84
C1870,2023-11-17,P2034,3183.86,1,278.4
C1461,2022-10-26,P2014,1047.17,4,184.13
C1191,2023-07-27,P2045,3318.94,4,19.51
C1383,2022-01-11,P2046,4644.31,3,278.46
C1282,2023-08-10,P2035,3437.92,2,290.39
C1724,2023-12-11,P2049,798.47,1,233.24
C1194,2023-04-10,P2011,2563.14,1,136.05
C1796,2023-06-24,P2047,2782.26,2,124.01
C1753,2022-02-23,P2015,3403.38,4,73.88
C1731,2022-03-10,P2008,2753.53,3,86.33
C1920,2023-06-10,P2013,4417.98,4,202.62
C1041,2022-08-01,P2046,4644.31,1,54.89
C1016,2023-10-30,P2033,2891.83,1,152.33
C1616,2022-05-18,P2019,4954.71,1,89.64
C1126,2022-10-26,P2043,691.38,4,55.17
C1429,2023-08-21,P2028,3296.75,1,55.13
C1347,2023-11-27,P2047,2782.26,1,292.99
C1214,2022-02-04,P2027,506.83,3,76.17
C1485,2022-04-12,P2011,2563.14,4,240.2
C1132,2023-05-10,P2004,4751.21,3,131.52
C1185,2022-01-19,P2001,4933.21,1,216.49
C1928,2022-10-09,P2015,3403.38,1,89.14
C1691,2022-07-11,P2044,3523.22,3,294.79
C1548,2023-05-21,P2016,4693.47,4,13.98
C1712,2022-11-25,P2036,3463.5,4,24.75
C1402,2022-02-14,P2011,2563.14,2,269.81
C1319,2023-10-16,P2029,1241.0,2,39.31
C1296,2022-09-11,P2038,2538.6,2,2.11
C1850,2023-11-20,P2047,2782.26,3,25.05
C1032,2023-08-21,P2022,419.05,1,24.55
C1720,2022-03-12,P2016,4693.47,3,33.22
C1198,2023-08-11,P2036,3463.5,3,252.06
C1466,2022-06-10,P2001,4933.21,1,8.46
C1153,2023-01-05,P2016,4693.47,1,103.39
C1655,2022-03-09,P2041,1732.07,3,56.43
C1536,2023-09-15,P2032,2396.43,1,214.34
C1242,2022-08-12,P2003,2680.67,4,6.23
C1359,2023-12-29,P2005,4383.8,3,207.96
C1349,2022-10-15,P2045,3318.94,1,105.91
C1886,2022-04-17,P2003,2680.67,3,268.33
C1673,2023-06-04,P2039,423.77,1,186.99
C1312,2023-07-17,P2015,3403.38,1,154.81
C1301,2023-08-07,P2024,4532.99,2,50.48
C1842,2023-11-13,P2003,2680.67,1,164.94
C1729,2023-08-09,P2031,2861.23,2,178.15
C1192,2023-07-09,P2026,3229.93,2,117.13
C1086,2022-01-24,P2007,197.12,2,69.45
C1404,2023-09-26,P2011,2563.14,1,24.22
C1590,2023-07-28,P2012,4293.9,3,294.24
C1715,2023-02-10,P2014,1047.17,3,49.41
C1873,2022-09-19,P2018,470.33,4,63.46
C1452,2023-09-03,P2004,4751.21,3,158.63
C1837,2022-03-09,P2008,2753.53,1,11.64
C1539,2022-07-27,P2046,4644.31,3,289.19
C1223,2023-03-03,P2039,423.77,2,47.22
C1358,2023-03-13,P2043,691.38,1,222.84
C1813,2023-01-10,P2021,4502.82,2,38.37
C1472,2023-07-29,P2018,470.33,3,143.11
C1353,2023-08-25,P2007,197.12,3,140.95
C1516,2022-11-04,P2016,4693.47,4,63.48
C1714,2023-01-13,P2022,419.05,2,121.5
C1840,2022-02-04,P2013,4417.98,1,3.48
C1027,2023-02-23,P2029,1241.0,3,171.4
C1361,2022-03-31,P2008,2753.53,1,42.87
C1138,2022-09-21,P2037,281.16,2,55.21
C1689,2023-10-26,P2030,4828.98,3,31.38
C1807,2023-03-09,P2036,3463.5,1,47.59
C1727,2022-06-05,P2002,4796.38,3,8.51
C1527,2023-04-18,P2031,2861.23,2,119.18
C1874,2023-08-13,P2026,3229.93,4,69.78
C1153,2023-01-23,P2019,4954.71,2,182.75
C1789,2023-12-16,P2013,4417.98,3,237.68
C1783,2022-11-19,P2029,1241.0,3,109.22
C1002,2022-09-20,P2039,423.77,4,297.52
C1517,2022-04-23,P2022,419.05,3,237.47
C1032,2022-04-17,P2026,3229.93,3,290.99
C1223,2022-04-09,P2033,2891.83,4,207.98
C1479,2022-11-11,P2009,4904.6,4,281.02
C1627,2023-02-22,P2032,2396.43,1,211.85
C1546,2022-01-11,P2002,4796.38,2,64.82
C1744,2023-09-13,P2025,1418.3,4,184.3
C1653,2022-07-19,P2011,2563.14,3,103.54
C1457,2023-10-31,P2001,4933.21,4,124.69
C1126,2023-08-31,P2044,3523.22,4,16.79
C1732,2023-06-25,P2019,4954.71,1,240.77
C1878,2023-05-06,P2003,2680.67,2,180.21
C1441,2023-06-10,P2046,4644.31,1,282.01
C1380,2023-07-07,P2023,2810.79,4,108.9
C1329,2022-05-10,P2031,2861.23,2,27.15
C1460,2023-09-19,P2029,1241.0,3,83.32
C1374,2023-07-28,P2028,3296.75,2,267.76
C1768,2023-09-14,P2025,1418.3,4,34.63
C1343,2022-12-30,P2025,1418.3,4,129.27
C1658,2022-01-31,P2014,1047.17,3,78.9
C1229,2022-08-16,P2024,4532.99,3,42.26
C1576,2023-09-24,P2046,4644.31,3,291.05
C1781,2022-08-30,P2013,4417.98,3,261.45
C1089,2022-09-27,P2018,470.33,4,14.2
C1260,2022-01-21,P2039,423.77,2,12.1
C1373,2022-01-10,P2023,2810.79,2,195.27
C1382,2022-06-09,P2017,1456.57,4,112.1
C1629,2022-08-11,P2037,281.16,3,131.22
C1452,2023-06-24,P2034,3183.86,3,32.85
C1532,2022-02-21,P2029,1241.0,2,144.5
C1589,2023-01-11,P2047,2782.26,4,155.12
C1192,2022-08-09,P2043,691.38,2,17.94
C1449,2023-09-19,P2008,2753.53,1,94.8
C1935,2023-09-28,P2035,3437.92,1,293.4
